ID,label
1250,human
1251,human
1252,human
1253,human
1254,human
1255,human
1256,human
1257,human
1258,human
1259,human
1260,human
1261,human
1262,human
1263,human
1264,Phi
1265,human
1266,human
1267,human
1268,human
1269,human
1270,human
1271,IBM-Granite
1272,human
1273,human
1274,human
1275,human
1276,human
1277,human
1278,human
1279,human
1280,human
1281,human
1282,human
1283,human
1284,human
1285,human
1286,human
1287,human
1288,human
1289,IBM-Granite
1290,Qwen
1291,human
1292,human
1293,human
1294,human
1295,human
1296,human
1297,human
1298,human
1299,human
1300,human
1301,human
1302,human
1303,human
1304,human
1305,human
1306,human
1307,human
1308,human
1309,human
1310,OpenAI
1311,Phi
1312,human
1313,human
1314,human
1315,human
1316,human
1317,human
1318,Meta-LLaMA
1319,human
1320,Qwen
1321,human
1322,human
1323,human
1324,human
1325,human
1326,human
1327,human
1328,human
1329,IBM-Granite
1330,Meta-LLaMA
1331,human
1332,human
1333,Phi
1334,human
1335,human
1336,human
1337,human
1338,human
1339,human
1340,human
1341,human
1342,OpenAI
1343,human
1344,human
1345,human
1346,human
1347,human
1348,human
1349,human
1350,human
1351,human
1352,human
1353,human
1354,human
1355,human
1356,human
1357,human
1358,human
1359,human
1360,human
1361,01-ai
1362,Mistral
1363,human
1364,human
1365,human
1366,human
1367,Meta-LLaMA
1368,human
1369,human
1370,human
1371,human
1372,human
1373,human
1374,human
1375,human
1376,human
1377,human
1378,human
1379,human
1380,human
1381,human
1382,human
1383,human
1384,human
1385,human
1386,human
1387,human
1388,OpenAI
1389,human
1390,human
1391,human
1392,human
1393,human
1394,Qwen
1395,human
1396,human
1397,human
1398,human
1399,human
1400,human
1401,human
1402,human
1403,human
1404,human
1405,01-ai
1406,human
1407,human
1408,human
1409,human
1410,human
1411,human
1412,Qwen
1413,human
1414,human
1415,OpenAI
1416,human
1417,human
1418,human
1419,human
1420,human
1421,human
1422,human
1423,human
1424,human
1425,human
1426,human
1427,human
1428,human
1429,OpenAI
1430,human
1431,human
1432,human
1433,human
1434,DeepSeek-AI
1435,human
1436,human
1437,human
1438,01-ai
1439,human
1440,human
1441,human
1442,human
1443,human
1444,human
1445,human
1446,human
1447,human
1448,human
1449,human
1450,Meta-LLaMA
1451,human
1452,human
1453,human
1454,human
1455,BigCode
1456,human
1457,human
1458,human
1459,human
1460,human
1461,Gemma
1462,human
1463,human
1464,human
1465,OpenAI
1466,human
1467,human
1468,human
1469,human
1470,human
1471,human
1472,human
1473,Phi
1474,human
1475,human
1476,human
1477,human
1478,human
1479,human
1480,human
1481,human
1482,human
1483,human
1484,human
1485,human
1486,OpenAI
1487,human
1488,human
1489,human
1490,human
1491,human
1492,human
1493,human
1494,human
1495,human
1496,human
1497,human
1498,human
1499,human
1500,human
1501,human
1502,human
1503,human
1504,human
1505,human
1506,human
1507,human
1508,human
1509,human
1510,human
1511,human
1512,human
1513,human
1514,human
1515,human
1516,human
1517,human
1518,human
1519,human
1520,human
1521,human
1522,human
1523,human
1524,human
1525,human
1526,human
1527,human
1528,human
1529,human
1530,human
1531,human
1532,human
1533,human
1534,human
1535,human
1536,human
1537,human
1538,human
1539,DeepSeek-AI
1540,human
1541,human
1542,human
1543,IBM-Granite
1544,human
1545,human
1546,human
1547,human
1548,human
1549,Mistral
1550,human
1551,human
1552,Qwen
1553,human
1554,human
1555,human
1556,human
1557,human
1558,human
1559,human
1560,human
1561,human
1562,Meta-LLaMA
1563,human
1564,human
1565,Qwen
1566,human
1567,human
1568,human
1569,human
1570,human
1571,human
1572,human
1573,human
1574,human
1575,IBM-Granite
1576,human
1577,human
1578,human
1579,human
1580,human
1581,human
1582,human
1583,human
1584,human
1585,human
1586,human
1587,human
1588,human
1589,Meta-LLaMA
1590,IBM-Granite
1591,human
1592,human
1593,human
1594,human
1595,human
1596,human
1597,OpenAI
1598,human
1599,human
1600,human
1601,human
1602,human
1603,human
1604,human
1605,human
1606,human
1607,human
1608,human
1609,human
1610,Phi
1611,human
1612,human
1613,human
1614,OpenAI
1615,human
1616,human
1617,human
1618,human
1619,human
1620,human
1621,human
1622,human
1623,human
1624,human
1625,Qwen
1626,human
1627,OpenAI
1628,human
1629,human
1630,human
1631,human
1632,human
1633,human
1634,human
1635,human
1636,human
1637,human
1638,human
1639,human
1640,human
1641,human
1642,human
1643,human
1644,human
1645,human
1646,human
1647,human
1648,human
1649,human
1650,human
1651,human
1652,OpenAI
1653,human
1654,human
1655,human
1656,01-ai
1657,human
1658,human
1659,human
1660,01-ai
1661,human
1662,human
1663,human
1664,human
1665,human
1666,human
1667,human
1668,human
1669,human
1670,human
1671,human
1672,human
1673,human
1674,human
1675,human
1676,Mistral
1677,human
1678,human
1679,human
1680,human
1681,human
1682,human
1683,human
1684,human
1685,human
1686,human
1687,human
1688,Meta-LLaMA
1689,Meta-LLaMA
1690,human
1691,human
1692,human
1693,human
1694,human
1695,human
1696,human
1697,human
1698,human
1699,human
1700,human
1701,human
1702,human
1703,human
1704,human
1705,human
1706,human
1707,human
1708,human
1709,human
1710,human
1711,Mistral
1712,human
1713,human
1714,human
1715,human
1716,human
1717,human
1718,human
1719,human
1720,human
1721,human
1722,human
1723,human
1724,human
1725,human
1726,01-ai
1727,human
1728,Qwen
1729,human
1730,human
1731,human
1732,human
1733,human
1734,human
1735,human
1736,human
1737,human
1738,human
1739,human
1740,human
1741,human
1742,human
1743,human
1744,human
1745,human
1746,human
1747,human
1748,Meta-LLaMA
1749,human
1750,human
1751,human
1752,human
1753,human
1754,human
1755,human
1756,human
1757,human
1758,human
1759,human
1760,human
1761,human
1762,human
1763,human
1764,human
1765,human
1766,human
1767,human
1768,human
1769,human
1770,human
1771,human
1772,human
1773,human
1774,human
1775,human
1776,human
1777,human
1778,human
1779,OpenAI
1780,human
1781,human
1782,human
1783,human
1784,human
1785,human
1786,human
1787,human
1788,human
1789,human
1790,human
1791,human
1792,human
1793,human
1794,OpenAI
1795,human
1796,human
1797,IBM-Granite
1798,Qwen
1799,human
1800,human
1801,human
1802,human
1803,OpenAI
1804,human
1805,Phi
1806,human
1807,Meta-LLaMA
1808,human
1809,human
1810,human
1811,human
1812,Mistral
1813,human
1814,human
1815,human
1816,human
1817,human
1818,human
1819,human
1820,human
1821,human
1822,human
1823,human
1824,IBM-Granite
1825,human
1826,human
1827,human
1828,human
1829,human
1830,human
1831,human
1832,human
1833,human
1834,OpenAI
1835,human
1836,human
1837,human
1838,human
1839,human
1840,human
1841,human
1842,human
1843,human
1844,human
1845,human
1846,human
1847,Mistral
1848,human
1849,human
1850,human
1851,human
1852,human
1853,human
1854,Qwen
1855,human
1856,human
1857,human
1858,human
1859,human
1860,human
1861,human
1862,Qwen
1863,human
1864,human
1865,human
1866,human
1867,human
1868,human
1869,OpenAI
1870,Phi
1871,human
1872,human
1873,human
1874,human
1875,human
1876,human
1877,human
1878,human
1879,human
1880,human
1881,human
1882,human
1883,human
1884,human
1885,human
1886,human
1887,human
1888,human
1889,human
1890,human
1891,human
1892,human
1893,human
1894,human
1895,human
1896,human
1897,Phi
1898,OpenAI
1899,human
1900,human
1901,Gemma
1902,human
1903,human
1904,human
1905,human
1906,human
1907,human
1908,human
1909,human
1910,human
1911,human
1912,Phi
1913,human
1914,human
1915,human
1916,human
1917,human
1918,human
1919,human
1920,Gemma
1921,human
1922,human
1923,human
1924,human
1925,human
1926,human
1927,human
1928,human
1929,human
1930,01-ai
1931,human
1932,human
1933,IBM-Granite
1934,human
1935,human
1936,human
1937,human
1938,human
1939,human
1940,human
1941,Qwen
1942,human
1943,Qwen
1944,human
1945,Qwen
1946,human
1947,IBM-Granite
1948,human
1949,human
1950,human
1951,OpenAI
1952,human
1953,Qwen
1954,human
1955,human
1956,human
1957,human
1958,IBM-Granite
1959,human
1960,human
1961,human
1962,Gemma
1963,human
1964,Qwen
1965,human
1966,human
1967,human
1968,human
1969,human
1970,human
1971,human
1972,human
1973,human
1974,human
1975,human
1976,01-ai
1977,human
1978,human
1979,OpenAI
1980,human
1981,Phi
1982,human
1983,Meta-LLaMA
1984,human
1985,human
1986,human
1987,human
1988,human
1989,human
1990,human
1991,human
1992,human
1993,human
1994,human
1995,human
1996,human
1997,human
1998,OpenAI
1999,human
2000,human
2001,human
2002,Meta-LLaMA
2003,human
2004,Meta-LLaMA
2005,human
2006,human
2007,Phi
2008,human
2009,human
2010,human
2011,Meta-LLaMA
2012,human
2013,human
2014,DeepSeek-AI
2015,human
2016,Qwen
2017,human
2018,human
2019,human
2020,human
2021,human
2022,human
2023,human
2024,human
2025,human
2026,Qwen
2027,human
2028,Mistral
2029,human
2030,human
2031,human
2032,human
2033,human
2034,IBM-Granite
2035,human
2036,Meta-LLaMA
2037,human
2038,human
2039,human
2040,human
2041,human
2042,human
2043,human
2044,human
2045,human
2046,human
2047,human
2048,human
2049,IBM-Granite
2050,human
2051,human
2052,human
2053,human
2054,human
2055,human
2056,human
2057,human
2058,human
2059,human
2060,human
2061,human
2062,human
2063,human
2064,human
2065,human
2066,OpenAI
2067,human
2068,Meta-LLaMA
2069,human
2070,Mistral
2071,human
2072,Qwen
2073,human
2074,human
2075,human
2076,human
2077,human
2078,human
2079,human
2080,human
2081,human
2082,human
2083,human
2084,human
2085,Phi
2086,OpenAI
2087,human
2088,human
2089,human
2090,human
2091,IBM-Granite
2092,human
2093,human
2094,human
2095,human
2096,human
2097,human
2098,human
2099,human
2100,human
2101,human
2102,human
2103,01-ai
2104,human
2105,human
2106,human
2107,human
2108,Qwen
2109,human
2110,human
2111,human
2112,human
2113,human
2114,human
2115,human
2116,human
2117,human
2118,human
2119,human
2120,human
2121,human
2122,human
2123,human
2124,human
2125,Meta-LLaMA
2126,human
2127,human
2128,human
2129,human
2130,human
2131,human
2132,human
2133,human
2134,human
2135,human
2136,human
2137,human
2138,human
2139,human
2140,human
2141,human
2142,human
2143,human
2144,human
2145,human
2146,BigCode
2147,human
2148,human
2149,human
2150,human
2151,human
2152,human
2153,human
2154,human
2155,human
2156,human
2157,human
2158,human
2159,human
2160,human
2161,human
2162,human
2163,human
2164,human
2165,human
2166,human
2167,OpenAI
2168,human
2169,human
2170,human
2171,01-ai
2172,OpenAI
2173,human
2174,human
2175,human
2176,human
2177,human
2178,human
2179,human
2180,human
2181,human
2182,human
2183,human
2184,human
2185,human
2186,human
2187,human
2188,human
2189,human
2190,human
2191,human
2192,human
2193,human
2194,human
2195,human
2196,human
2197,human
2198,IBM-Granite
2199,human
2200,human
2201,human
2202,human
2203,human
2204,human
2205,human
2206,human
2207,human
2208,human
2209,human
2210,human
2211,human
2212,human
2213,human
2214,human
2215,human
2216,human
2217,human
2218,human
2219,human
2220,human
2221,DeepSeek-AI
2222,human
2223,human
2224,human
2225,human
2226,human
2227,human
2228,human
2229,human
2230,human
2231,human
2232,human
2233,human
2234,human
2235,OpenAI
2236,Meta-LLaMA
2237,human
2238,human
2239,human
2240,human
2241,human
2242,human
2243,Qwen
2244,human
2245,human
2246,01-ai
2247,human
2248,human
2249,human
2250,human
2251,human
2252,human
2253,human
2254,human
2255,human
2256,human
2257,human
2258,human
2259,human
2260,human
2261,human
2262,human
2263,human
2264,human
2265,human
2266,human
2267,human
2268,human
2269,human
2270,human
2271,human
2272,human
2273,human
2274,human
2275,human
2276,human
2277,human
2278,human
2279,human
2280,human
2281,human
2282,human
2283,human
2284,human
2285,human
2286,human
2287,human
2288,human
2289,human
2290,human
2291,human
2292,human
2293,human
2294,human
2295,human
2296,human
2297,human
2298,human
2299,human
2300,OpenAI
2301,Mistral
2302,human
2303,human
2304,human
2305,human
2306,OpenAI
2307,human
2308,human
2309,human
2310,human
2311,human
2312,Qwen
2313,human
2314,Phi
2315,DeepSeek-AI
2316,human
2317,human
2318,human
2319,human
2320,human
2321,human
2322,human
2323,human
2324,human
2325,Gemma
2326,human
2327,human
2328,human
2329,human
2330,human
2331,human
2332,human
2333,human
2334,OpenAI
2335,human
2336,human
2337,human
2338,human
2339,human
2340,human
2341,Meta-LLaMA
2342,human
2343,human
2344,IBM-Granite
2345,human
2346,human
2347,human
2348,human
2349,human
2350,human
2351,human
2352,human
2353,OpenAI
2354,IBM-Granite
2355,human
2356,human
2357,human
2358,human
2359,BigCode
2360,human
2361,human
2362,human
2363,human
2364,human
2365,IBM-Granite
2366,human
2367,OpenAI
2368,human
2369,human
2370,human
2371,human
2372,Meta-LLaMA
2373,human
2374,human
2375,human
2376,human
2377,human
2378,human
2379,human
2380,human
2381,human
2382,human
2383,human
2384,human
2385,human
2386,human
2387,human
2388,human
2389,human
2390,human
2391,human
2392,human
2393,human
2394,Meta-LLaMA
2395,human
2396,human
2397,human
2398,human
2399,human
2400,human
2401,human
2402,human
2403,human
2404,OpenAI
2405,human
2406,human
2407,human
2408,human
2409,human
2410,human
2411,IBM-Granite
2412,human
2413,human
2414,human
2415,human
2416,human
2417,human
2418,human
2419,human
2420,human
2421,human
2422,01-ai
2423,human
2424,human
2425,human
2426,human
2427,human
2428,human
2429,human
2430,human
2431,human
2432,human
2433,human
2434,human
2435,human
2436,human
2437,human
2438,human
2439,human
2440,OpenAI
2441,human
2442,human
2443,human
2444,human
2445,human
2446,human
2447,human
2448,human
2449,DeepSeek-AI
2450,Qwen
2451,Qwen
2452,human
2453,human
2454,human
2455,human
2456,human
2457,human
2458,human
2459,human
2460,human
2461,human
2462,human
2463,human
2464,human
2465,human
2466,human
2467,human
2468,human
2469,human
2470,Mistral
2471,human
2472,human
2473,human
2474,human
2475,human
2476,human
2477,human
2478,Meta-LLaMA
2479,human
2480,human
2481,human
2482,human
2483,human
2484,human
2485,human
2486,Meta-LLaMA
2487,human
2488,OpenAI
2489,human
2490,human
2491,human
2492,human
2493,human
2494,human
2495,human
2496,IBM-Granite
2497,human
2498,human
2499,human
2500,human
2501,human
2502,human
2503,human
2504,human
2505,human
2506,human
2507,human
2508,human
2509,human
2510,human
2511,human
2512,human
2513,human
2514,human
2515,human
2516,human
2517,IBM-Granite
2518,human
2519,human
2520,human
2521,human
2522,human
2523,human
2524,human
2525,human
2526,human
2527,human
2528,human
2529,human
2530,human
2531,human
2532,human
2533,human
2534,human
2535,human
2536,Qwen
2537,Mistral
2538,human
2539,human
2540,human
2541,Qwen
2542,human
2543,human
2544,human
2545,Qwen
2546,DeepSeek-AI
2547,human
2548,human
2549,human
2550,human
2551,human
2552,human
2553,human
2554,human
2555,human
2556,human
2557,human
2558,human
2559,human
2560,01-ai
2561,human
2562,human
2563,human
2564,human
2565,human
2566,human
2567,IBM-Granite
2568,OpenAI
2569,human
2570,Qwen
2571,human
2572,human
2573,human
2574,human
2575,human
2576,human
2577,human
2578,human
2579,human
2580,human
2581,human
2582,human
2583,human
2584,human
2585,human
2586,human
2587,human
2588,human
2589,human
2590,human
2591,human
2592,human
2593,human
2594,human
2595,human
2596,human
2597,human
2598,human
2599,OpenAI
2600,human
2601,human
2602,human
2603,IBM-Granite
2604,IBM-Granite
2605,human
2606,human
2607,IBM-Granite
2608,human
2609,DeepSeek-AI
2610,human
2611,human
2612,human
2613,human
2614,human
2615,human
2616,human
2617,human
2618,human
2619,Qwen
2620,human
2621,human
2622,human
2623,human
2624,human
2625,human
2626,human
2627,human
2628,human
2629,human
2630,human
2631,human
2632,Phi
2633,human
2634,human
2635,human
2636,human
2637,human
2638,human
2639,human
2640,human
2641,human
2642,human
2643,human
2644,human
2645,human
2646,human
2647,human
2648,human
2649,BigCode
2650,human
2651,human
2652,human
2653,human
2654,human
2655,human
2656,OpenAI
2657,human
2658,human
2659,human
2660,human
2661,BigCode
2662,human
2663,human
2664,human
2665,human
2666,human
2667,human
2668,human
2669,human
2670,human
2671,Qwen
2672,human
2673,human
2674,human
2675,human
2676,human
2677,human
2678,human
2679,human
2680,human
2681,human
2682,human
2683,human
2684,human
2685,human
2686,human
2687,human
2688,human
2689,human
2690,human
2691,human
2692,human
2693,human
2694,human
2695,human
2696,human
2697,human
2698,human
2699,human
2700,human
2701,human
2702,human
2703,human
2704,human
2705,human
2706,human
2707,human
2708,human
2709,human
2710,human
2711,human
2712,human
2713,human
2714,DeepSeek-AI
2715,human
2716,Qwen
